TransactionID,Date,Time,LaborHours,InventoryCost,FootTraffic,CustomerID,SalesAmount,LaborProductivity,InventoryEfficiency,FootTrafficEfficiency
836,2/4/2026,7:00:00 PM,1,499,158,836,1107.314686,1107.314686,2.219067507,7.008320798
837,2/4/2026,8:00:00 PM,6,360,34,837,430.5907244,71.76512074,1.196085346,12.66443307
838,2/4/2026,9:00:00 PM,7,276,88,838,649.5730882,92.79615546,2.353525682,7.381512366
839,2/4/2026,10:00:00 PM,7,219,77,839,705.3721662,100.7674523,3.220877471,9.160677483
840,2/4/2026,11:00:00 PM,1,83,182,840,1157.633238,1157.633238,13.94738841,6.360622188
841,2/5/2026,12:00:00 AM,5,463,197,841,1390.694045,278.138809,3.003658845,7.059360635
842,2/5/2026,1:00:00 AM,6,300,21,842,289.4303498,48.23839163,0.964767833,13.78239761
843,2/5/2026,2:00:00 AM,6,296,41,843,398.8073817,66.46789694,1.347322235,9.727009309
844,2/5/2026,3:00:00 AM,3,318,137,844,981.7684642,327.2561547,3.087322215,7.16619317
845,2/5/2026,4:00:00 AM,7,190,105,845,821.8494501,117.4070643,4.325523421,7.82713762
846,2/5/2026,5:00:00 AM,1,323,101,846,713.0242162,713.0242162,2.207505313,7.059645705
847,2/5/2026,6:00:00 AM,3,465,150,847,1117.709712,372.5699041,2.403676801,7.451398083
848,2/5/2026,7:00:00 AM,4,145,40,848,316.2821986,79.07054965,2.181256542,7.907054965
849,2/5/2026,8:00:00 AM,2,276,87,849,602.2856745,301.1428373,2.182194473,6.922823845
850,2/5/2026,9:00:00 AM,6,428,29,850,446.8002362,74.46670603,1.043925785,15.4069047
851,2/5/2026,10:00:00 AM,4,88,155,851,1034.133258,258.5333146,11.7515143,6.671827474
852,2/5/2026,11:00:00 AM,4,351,69,852,621.2054461,155.3013615,1.769816086,9.002977479
853,2/5/2026,12:00:00 PM,5,78,143,853,930.7818087,186.1563617,11.93310011,6.508963698
854,2/5/2026,1:00:00 PM,2,495,169,854,1164.794238,582.3971191,2.353119673,6.892273599
855,2/5/2026,2:00:00 PM,4,367,102,855,771.3417204,192.8354301,2.101748557,7.56217373
856,2/5/2026,3:00:00 PM,4,294,52,856,435.4782348,108.8695587,1.481218486,8.374581438
857,2/5/2026,4:00:00 PM,2,285,139,857,970.6609563,485.3304782,3.405827917,6.983172348
858,2/5/2026,5:00:00 PM,2,234,69,858,491.6662183,245.8331091,2.101137685,7.125597367
859,2/5/2026,6:00:00 PM,4,321,160,859,1081.149904,270.2874761,3.368068238,6.757186902
860,2/5/2026,7:00:00 PM,2,489,40,860,420.9604624,210.4802312,0.860859841,10.52401156
861,2/5/2026,8:00:00 PM,4,285,14,861,190.8004147,47.70010368,0.669475139,13.62860105
862,2/5/2026,9:00:00 PM,4,288,171,862,1118.416082,279.6040205,3.883389174,6.540444924
863,2/5/2026,10:00:00 PM,5,426,19,863,320.797717,64.1595434,0.753046284,16.88409037
864,2/5/2026,11:00:00 PM,1,315,98,864,645.0233987,645.0233987,2.047693329,6.581871415
865,2/6/2026,12:00:00 AM,4,463,139,865,1056.158382,264.0395955,2.281119615,7.59826174
866,2/6/2026,1:00:00 AM,3,458,135,866,950.5399882,316.8466627,2.075414821,7.04103695
867,2/6/2026,2:00:00 AM,6,408,20,867,265.1797864,44.19663107,0.649950457,13.25898932
868,2/6/2026,3:00:00 AM,7,389,187,868,1334.8861,190.6980144,3.431583806,7.138428345
869,2/6/2026,4:00:00 AM,1,438,168,869,1158.737835,1158.737835,2.645520171,6.897249018
870,2/6/2026,5:00:00 AM,1,114,65,870,453.9442519,453.9442519,3.981967122,6.983757722
871,2/6/2026,6:00:00 AM,1,226,92,871,639.960471,639.960471,2.8316835,6.956092076
872,2/6/2026,7:00:00 AM,5,52,146,872,934.8206214,186.9641243,17.97731964,6.402880968
873,2/6/2026,8:00:00 AM,4,478,108,873,872.7918354,218.1979589,1.825924342,8.081405884
874,2/6/2026,9:00:00 AM,5,191,158,874,1109.104155,221.820831,5.806828038,7.019646552
875,2/6/2026,10:00:00 AM,4,425,82,875,643.3271361,160.831784,1.513710909,7.84545288
876,2/6/2026,11:00:00 AM,5,207,165,876,1121.669816,224.3339632,5.418694763,6.797998884
877,2/6/2026,12:00:00 PM,5,373,199,877,1372.666799,274.5333598,3.680071848,6.897823111
878,2/6/2026,1:00:00 PM,6,195,124,878,899.1114475,149.8519079,4.610827936,7.25089877
879,2/6/2026,2:00:00 PM,3,495,16,879,283.3522862,94.45076208,0.572428861,17.70951789
880,2/6/2026,3:00:00 PM,5,342,89,880,709.5636668,141.9127334,2.074747564,7.97262547
881,2/6/2026,4:00:00 PM,6,202,153,881,1087.854466,181.3090777,5.385418148,7.110159908
882,2/6/2026,5:00:00 PM,2,481,106,882,776.884407,388.4422035,1.615144297,7.329098179
883,2/6/2026,6:00:00 PM,3,242,13,883,217.7211941,72.57373135,0.899674356,16.74778416
884,2/6/2026,7:00:00 PM,5,486,13,884,333.0339819,66.60679639,0.685255107,25.61799861
885,2/6/2026,8:00:00 PM,7,122,112,885,862.6240498,123.2320071,7.070688933,7.702000445
886,2/6/2026,9:00:00 PM,1,448,49,886,379.0989803,379.0989803,0.846203081,7.736713883
887,2/6/2026,10:00:00 PM,2,354,26,887,286.7129503,143.3564751,0.809923588,11.02742116
888,2/6/2026,11:00:00 PM,2,426,110,888,758.8469828,379.4234914,1.781330945,6.898608934
889,2/7/2026,12:00:00 AM,6,393,112,889,806.8480893,134.4746816,2.053048573,7.204000797
890,2/7/2026,1:00:00 AM,2,189,133,890,889.0227914,444.5113957,4.703824293,6.68438189
891,2/7/2026,2:00:00 AM,3,236,61,891,469.8254462,156.6084821,1.990785789,7.702056495
892,2/7/2026,3:00:00 AM,5,342,61,892,552.5955286,110.5191057,1.615776399,9.058943091
893,2/7/2026,4:00:00 AM,5,110,173,893,1160.583831,232.1167661,10.5507621,6.708577056
894,2/7/2026,5:00:00 AM,7,476,133,894,1083.236879,154.7481255,2.275707728,8.144638186
895,2/7/2026,6:00:00 AM,1,429,175,895,1195.317613,1195.317613,2.786288142,6.830386359
896,2/7/2026,7:00:00 AM,6,247,187,896,1373.800669,228.9667781,5.561946026,7.346527639
897,2/7/2026,8:00:00 AM,1,344,72,897,559.3922956,559.3922956,1.626140394,7.76933744
898,2/7/2026,9:00:00 AM,2,489,125,898,981.9743713,490.9871857,2.008127549,7.855794971
899,2/7/2026,10:00:00 AM,7,368,71,899,571.414866,81.63069514,1.552757788,8.048096704
900,2/7/2026,11:00:00 AM,1,351,16,900,256.7921859,256.7921859,0.731601669,16.04951162
901,2/7/2026,12:00:00 PM,3,393,164,901,1141.477185,380.4923951,2.9045221,6.96022674
902,2/7/2026,1:00:00 PM,5,60,101,902,640.5495822,128.1099164,10.67582637,6.342075071
903,2/7/2026,2:00:00 PM,2,111,23,903,213.9163533,106.9581766,1.927174354,9.300711012
904,2/7/2026,3:00:00 PM,7,382,95,904,780.5113339,111.5016191,2.043223387,8.215908777
905,2/7/2026,4:00:00 PM,1,275,142,905,966.9015975,966.9015975,3.516005809,6.809166179
906,2/7/2026,5:00:00 PM,6,202,192,906,1332.932294,222.1553823,6.598674721,6.942355696
907,2/7/2026,6:00:00 PM,3,248,139,907,908.7254965,302.9084988,3.664215712,6.5375935
908,2/7/2026,7:00:00 PM,3,101,71,908,531.7475695,177.2491898,5.264827421,7.489402387
909,2/7/2026,8:00:00 PM,1,309,158,909,1055.894385,1055.894385,3.417133931,6.682875851
910,2/7/2026,9:00:00 PM,5,108,88,910,675.9852352,135.197047,6.259122549,7.6816504
911,2/7/2026,10:00:00 PM,1,121,158,911,993.1455531,993.1455531,8.207814489,6.285731349
912,2/7/2026,11:00:00 PM,2,197,147,912,956.9877332,478.4938666,4.857805752,6.510120634
913,2/8/2026,12:00:00 AM,1,398,67,913,537.2116212,537.2116212,1.349777943,8.018083899
914,2/8/2026,1:00:00 AM,3,112,129,914,855.6558212,285.2186071,7.639784118,6.632990862
915,2/8/2026,2:00:00 AM,7,359,176,915,1248.816456,178.4023509,3.47859737,7.095548045
916,2/8/2026,3:00:00 AM,1,422,142,916,978.7108581,978.7108581,2.319220043,6.892329986
917,2/8/2026,4:00:00 AM,5,292,74,917,569.793734,113.9587468,1.951348404,7.699915324
918,2/8/2026,5:00:00 AM,7,415,22,918,348.4606473,49.78009247,0.83966421,15.83912033
919,2/8/2026,6:00:00 AM,6,379,190,919,1363.989302,227.3315503,3.598916364,7.178891062
920,2/8/2026,7:00:00 AM,4,156,91,920,648.6793748,162.1698437,4.15820112,7.128344778
921,2/8/2026,8:00:00 AM,1,275,182,921,1219.771959,1219.771959,4.435534396,6.70204373
922,2/8/2026,9:00:00 AM,5,362,169,922,1192.037116,238.4074232,3.29292021,7.053474059
923,2/8/2026,10:00:00 AM,7,267,173,923,1180.15446,168.5934943,4.420054158,6.821702081
924,2/8/2026,11:00:00 AM,5,474,197,924,1417.118247,283.4236493,2.989700942,7.193493638
925,2/8/2026,12:00:00 PM,6,290,148,925,1044.791306,174.1318843,3.602728641,7.059400715
926,2/8/2026,1:00:00 PM,3,308,158,926,1078.398981,359.4663271,3.501295394,6.825310008
927,2/8/2026,2:00:00 PM,5,425,61,927,605.6271614,121.1254323,1.425005086,9.928314122
928,2/8/2026,3:00:00 PM,7,311,192,928,1315.473886,187.9248409,4.22981957,6.851426491
929,2/8/2026,4:00:00 PM,5,54,126,929,852.1423136,170.4284627,15.78041322,6.763034235
930,2/8/2026,5:00:00 PM,5,310,35,930,376.7844495,75.3568899,1.215433708,10.76526999
931,2/8/2026,6:00:00 PM,5,103,43,931,384.9277715,76.98555429,3.73716283,8.951808639
932,2/8/2026,7:00:00 PM,2,96,61,932,450.454601,225.2273005,4.692235427,7.384501655
933,2/8/2026,8:00:00 PM,2,264,121,933,843.1151701,421.5575851,3.193618069,6.967893968
934,2/8/2026,9:00:00 PM,3,226,91,934,647.9887606,215.9962535,2.867206905,7.120755611
935,2/8/2026,10:00:00 PM,1,58,189,935,1180.601175,1180.601175,20.35519267,6.246567064
936,2/8/2026,11:00:00 PM,5,148,166,936,1155.469677,231.0939354,7.807227547,6.960660704
937,2/9/2026,12:00:00 AM,6,69,175,937,1159.881302,193.3135503,16.80987394,6.627893153
938,2/9/2026,1:00:00 AM,1,427,51,938,441.0823166,441.0823166,1.032979664,8.648672874
939,2/9/2026,2:00:00 AM,6,290,30,939,368.6451077,61.44085129,1.271190027,12.28817026
940,2/9/2026,3:00:00 AM,1,110,51,940,355.1618106,355.1618106,3.228743733,6.963957071
941,2/9/2026,4:00:00 AM,3,428,150,941,1033.268717,344.4229058,2.414179246,6.888458115
942,2/9/2026,5:00:00 AM,5,468,122,942,954.579924,190.9159848,2.039700692,7.824425607
943,2/9/2026,6:00:00 AM,5,227,114,943,786.6971277,157.3394255,3.465626113,6.900851998
944,2/9/2026,7:00:00 AM,4,387,26,944,343.3344194,85.83360485,0.887169042,13.20516998
945,2/9/2026,8:00:00 AM,6,111,129,945,873.3857183,145.5642864,7.868339804,6.770431925
946,2/9/2026,9:00:00 AM,1,194,146,946,950.3062441,950.3062441,4.898485794,6.508946878
947,2/9/2026,10:00:00 AM,1,265,178,947,1174.217817,1174.217817,4.431010631,6.59672931
948,2/9/2026,11:00:00 AM,2,52,138,948,947.2171004,473.6085502,18.21571347,6.863892032
949,2/9/2026,12:00:00 PM,4,209,139,949,978.9824989,244.7456247,4.684126789,7.04303956
950,2/9/2026,1:00:00 PM,7,276,69,950,642.7439643,91.82056633,2.328782479,9.315129917
951,2/9/2026,2:00:00 PM,7,318,57,951,598.5524346,85.50749065,1.88224036,10.5009199
952,2/9/2026,3:00:00 PM,2,169,38,952,323.3776775,161.6888388,1.913477382,8.509938882
953,2/9/2026,4:00:00 PM,2,430,106,953,803.570694,401.785347,1.868769056,7.580855604
954,2/9/2026,5:00:00 PM,2,138,19,954,153.3983667,76.69918337,1.111582368,8.073598249
955,2/9/2026,6:00:00 PM,6,378,67,955,601.901102,100.3168503,1.592330958,8.983598538
956,2/9/2026,7:00:00 PM,6,117,197,956,1285.407368,214.2345614,10.98638776,6.524910498
957,2/9/2026,8:00:00 PM,3,447,30,957,347.0682345,115.6894115,0.776439003,11.56894115
958,2/9/2026,9:00:00 PM,3,406,37,958,444.9199013,148.3066338,1.095861826,12.0248622
959,2/9/2026,10:00:00 PM,2,147,43,959,335.5386453,167.7693226,2.282575818,7.803224309
960,2/9/2026,11:00:00 PM,4,316,17,960,230.5230127,57.63075317,0.729503205,13.56017722
961,2/10/2026,12:00:00 AM,1,154,196,961,1278.436004,1278.436004,8.301532491,6.522632672
962,2/10/2026,1:00:00 AM,6,489,186,962,1381.358264,230.2263774,2.824863526,7.426657335
963,2/10/2026,2:00:00 AM,4,372,88,963,729.8296048,182.4574012,1.96190754,8.293518236
964,2/10/2026,3:00:00 AM,5,172,154,964,990.4160939,198.0832188,5.758233104,6.431273337
965,2/10/2026,4:00:00 AM,6,78,197,965,1353.860129,225.6433548,17.35718114,6.87238644
966,2/10/2026,5:00:00 AM,6,186,96,966,705.0445577,117.5074263,3.790562138,7.344214143
967,2/10/2026,6:00:00 AM,3,244,97,967,723.5386432,241.1795477,2.965322308,7.45916127
968,2/10/2026,7:00:00 AM,1,458,182,968,1320.113994,1320.113994,2.882344964,7.253373592
969,2/10/2026,8:00:00 AM,1,275,78,969,630.1599824,630.1599824,2.291490845,8.078974134
970,2/10/2026,9:00:00 AM,7,381,169,970,1203.973136,171.9961623,3.160034478,7.124101398
971,2/10/2026,10:00:00 AM,7,219,181,971,1213.36448,173.3377828,5.540477077,6.70367116
972,2/10/2026,11:00:00 AM,7,58,96,972,741.310398,105.9014854,12.78121376,7.721983312
973,2/10/2026,12:00:00 PM,7,89,110,973,795.9616743,113.7088106,8.943389599,7.236015221
974,2/10/2026,1:00:00 PM,5,74,17,974,184.1735568,36.83471135,2.488831848,10.83373863
975,2/10/2026,2:00:00 PM,5,310,86,975,702.6365564,140.5273113,2.266569537,8.170192516
976,2/10/2026,3:00:00 PM,6,444,96,976,794.3136127,132.3856021,1.788994623,8.274100132
977,2/10/2026,4:00:00 PM,2,492,52,977,510.6397241,255.3198621,1.037885618,9.819994694
978,2/10/2026,5:00:00 PM,3,275,138,978,957.5094542,319.1698181,3.481852561,6.938474306
979,2/10/2026,6:00:00 PM,3,173,118,979,826.5716378,275.5238793,4.777870739,7.004844389
980,2/10/2026,7:00:00 PM,7,87,188,980,1232.264019,176.037717,14.16395425,6.554595847
981,2/10/2026,8:00:00 PM,6,377,161,981,1211.83386,201.9723101,3.214413423,7.526918388
982,2/10/2026,9:00:00 PM,4,300,161,982,1136.928701,284.2321753,3.789762337,7.061668951
983,2/10/2026,10:00:00 PM,2,438,26,983,336.7889211,168.3944605,0.768924477,12.95342004
984,2/10/2026,11:00:00 PM,6,225,142,984,975.9699022,162.6616504,4.33764401,6.87302748
985,2/11/2026,12:00:00 AM,2,139,157,985,1064.688972,532.3444862,7.659632896,6.781458424
986,2/11/2026,1:00:00 AM,2,451,30,986,344.888517,172.4442585,0.76471955,11.4962839
987,2/11/2026,2:00:00 AM,2,86,67,987,479.6414659,239.8207329,5.577226347,7.158827849
988,2/11/2026,3:00:00 AM,6,365,168,988,1197.815266,199.6358777,3.281685661,7.129852774
989,2/11/2026,4:00:00 AM,7,225,119,989,894.3266719,127.7609531,3.974785209,7.515350184
990,2/11/2026,5:00:00 AM,3,333,148,990,1041.813821,347.2712735,3.128570032,7.039282571
991,2/11/2026,6:00:00 AM,3,130,189,991,1133.402072,377.8006907,8.718477477,5.99683636
992,2/11/2026,7:00:00 AM,7,163,152,992,1083.373444,154.7676348,6.646462845,7.127456867
993,2/11/2026,8:00:00 AM,2,89,144,993,979.6602439,489.8301219,11.00741847,6.803196138
994,2/11/2026,9:00:00 AM,4,350,37,994,403.1934078,100.7983519,1.151981165,10.89711913
995,2/11/2026,10:00:00 AM,1,273,60,995,428.1687525,428.1687525,1.568383709,7.136145876
996,2/11/2026,11:00:00 AM,6,367,195,996,1389.598847,231.5998078,3.78637288,7.126147933
997,2/11/2026,12:00:00 PM,1,398,14,997,250.1844159,250.1844159,0.62860406,17.87031542
998,2/11/2026,1:00:00 PM,7,164,14,998,253.5739955,36.2248565,1.546182899,18.11242825
999,2/11/2026,2:00:00 PM,4,235,103,999,746.2761868,186.5690467,3.175643348,7.245399872
1000,2/11/2026,3:00:00 PM,6,372,105,1000,824.3355232,137.3892539,2.215955708,7.850814507
